words	pos	ner
"['So', 'uh', '.', '.', '.', '.', 'what', 'do', 'you', 'guys', 'think', 'the', 'price', 'tag', 'on', 'the', 'scaled', 'down', 'model', 'would', 'be', '?', 'That', ""'"", 'd', 'make', 'a', 'sick', 'R', '/', 'C', 'car', ':', 'D']"	"['RB', 'JJ', '.', '.', '.', '.', 'WP', 'VBP', 'PRP', 'VB', 'VB', 'DT', 'NN', 'NN', 'IN', 'DT', 'VBN', 'RP', 'NN', 'MD', 'VB', '.', 'DT', ""''"", 'NNS', 'VBP', 'DT', 'JJ', 'NNP', 'NNP', 'NNP', 'NN', ':', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Jordan', '.', '.', 'score', 'a', 'few', 'more', '.', '.', '.', 'and', 'stop', 'getting', 'F', '@', '#', 'KING', 'injured', 'you', 'C', '@', '#', 'T']	['NNP', '.', '.', 'NN', 'DT', 'JJ', 'JJR', '.', '.', '.', 'CC', 'VB', 'VBG', 'NNP', 'NNP', '#', 'NNP', 'VBD', 'PRP', 'NNP', 'NNP', '#', 'NNP']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Okay', '.', 'Tell', 'me', 'why', 'this', 'man', 'loses', 'his', 'glasses', 'EVERY', 'time', 'he', 'falls', 'and', 'then', 'conveniently', 'finds', 'them', '2', 'inches', 'away', '.']	['NNP', '.', 'VB', 'PRP', 'WRB', 'DT', 'NN', 'VBZ', 'PRP$', 'NNS', 'NNP', 'NN', 'PRP', 'VBZ', 'CC', 'RB', 'RB', 'VBZ', 'PRP', 'CD', 'NNS', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Nice', 'video', ',', 'really', 'enjoyed', 'it', '.', 'Thanks', 'for', 'uploading', '.', 'Much', 'Love', 'Miccoli']	['NNP', 'NN', ',', 'RB', 'VBD', 'PRP', '.', 'NNS', 'IN', 'VBG', '.', 'JJ', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']
['PG', 'Troydan', 'eh', '?', 'Lol']	['NNP', 'NNP', 'NN', '.', 'NNP']	['B-person', 'I-person', 'O', 'O', 'O']
['Hey', 'chicken']	['NNP', 'NN']	['O', 'O']
"['How', 'people', ""'"", 's', 'memory', 'is', 'short', '.', 'Britian', 'went', 'to', 'war', 'for', 'Poland', 'and', 'then', 'helped', 'save', 'Europe', '.', 'This', 'bankrupted', 'Britian', 'and', 'this', 'is', 'how', 'they', 'treat', 'us']"	['WRB', 'NNS', 'POS', 'JJ', 'NN', 'VBZ', 'JJ', '.', 'JJ', 'VBD', 'TO', 'NN', 'IN', 'NNP', 'CC', 'RB', 'VBD', 'VB', 'NNP', '.', 'DT', 'JJ', 'JJ', 'CC', 'DT', 'VBZ', 'WRB', 'PRP', 'VBP', 'PRP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Brah', 'this', 'straight', 'up', 'came', 'out', 'of', 'my', 'screen', 'and', 'slapped', 'me', 'when', 'it', 'dropped']	['NNP', 'DT', 'VBD', 'RP', 'VBD', 'IN', 'IN', 'PRP$', 'NN', 'CC', 'VBD', 'PRP', 'WRB', 'PRP', 'VBD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Designing', 'things', 'is', 'hard', ',', 'you', 'must', 'go', 'to', 'school', 'for', 'that', '.', '""', 'Thanks', 'for', 'the', 'update', 'Sherlock', 'Holmes']"	['JJ', 'NNP', 'NNS', 'VBZ', 'JJ', ',', 'PRP', 'MD', 'VB', 'TO', 'NN', 'IN', 'DT', '.', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person']
['put', 'trump', 'frog', 'in', 'the', 'jail']	['VB', 'RP', 'NN', 'IN', 'DT', 'NN']	['O', 'B-person', 'I-person', 'O', 'O', 'O']
"['what', 'happened', 'to', 'Ollie', ""'"", 's', 'nose']"	['WP', 'VBD', 'TO', 'NNP', 'POS', 'NN', 'NN']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O']
['U', 'should', 'sell', 'the', 'paint', 'trampoline', 'on', 'eBay', 'for', 'ur', 'fans']	['NNP', 'MD', 'VB', 'DT', 'NN', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O']
['Did', 'he', 'just', 'take', 'credit', 'for', 'writing', 'the', 'movies', '?', 'lol', '.', 'He', 'was', 'definitely', 'a', 'producer', 'though', '.', 'hahahaha', '.']	['NNP', 'PRP', 'RB', 'VB', 'NN', 'IN', 'VBG', 'DT', 'NNS', '.', 'NN', '.', 'PRP', 'VBD', 'RB', 'DT', 'NN', 'IN', '.', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['The', '""', 'stanima', '""', '?', 'I', ""'"", 'm', 'a', 'linguist', '.', 'Sorry', '.']"	"['DT', 'NNP', 'NN', 'NNP', '.', 'PRP', ""''"", 'VBD', 'DT', 'NN', '.', 'NNP', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Linus', ',', 'lately', 'I', 'can', 'feel', 'there', 'is', 'a', 'disturbance', 'in', 'the', 'force', '.', 'Do', 'n', ""'"", 't', 'yield', 'to', 'the', 'dark', 'side', '.', 'Stay', 'true', 'to', 'the', 'path', 'and', ""'"", 'll', 'never', 'be', 'a', 'stranger', '.', 'Sincerely', '.', ':', ')']"	"['NNP', ',', 'RB', 'PRP', 'MD', 'VB', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', '.', 'VB', 'DT', ""''"", 'JJ', 'NN', 'TO', 'DT', 'JJ', 'NN', '.', 'NNP', 'JJ', 'TO', 'DT', 'NN', 'CC', 'POS', 'NN', 'RB', 'VB', 'DT', 'NN', '.', 'RB', '.', ':', ')']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Congrats', '200', 'k', 'guys', '!', '!', 'Also', 'wtf', 'did', 'Janice', 'do', 'she', 'fucked', 'up', 'the', 'deal', '!', '!', '?']	['NNS', 'CD', 'NNS', 'JJ', '.', '.', 'RB', 'VBP', 'VBD', 'NNP', 'VB', 'PRP', 'VB', 'RP', 'DT', 'NN', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Casey', 'is', 'a', 'great', 'person']	['NNP', 'VBZ', 'DT', 'JJ', 'NN']	['B-person', 'O', 'O', 'O', 'O']
"['I', 'do', 'n', ""'"", 't', 'think', 'i', ""'"", 'd', 'enjoy', 'such', 'a', 'tour', '.', '.', '.', '.', '.', 'but', '.', '.', '.', 'i', 'guess', 'there', 'must', 'at', 'least', 'be', 'a', 'first', 'some', 'day', 'in', 'that', 'regard', ':', '-', 'X', 'Especially', 'after', 'watching', 'such', 'an', 'appealing', 'video', 'about', 'the', 'tour', '^', '^']"	"['PRP', 'VBP', 'DT', ""''"", 'JJ', 'VBP', 'NN', ""''"", 'JJ', 'NNS', 'JJ', 'DT', 'NN', '.', '.', '.', '.', '.', 'CC', '.', '.', '.', 'JJ', 'NN', 'RB', 'MD', 'IN', 'JJS', 'VB', 'DT', 'JJ', 'DT', 'NN', 'IN', 'DT', 'NN', ':', ':', 'NN', 'RB', 'IN', 'VBG', 'JJ', 'DT', 'VBG', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['LeBron', 'is', 'by', 'far', 'the', 'most', 'entertaining', 'player', 'in', 'these', 'playoffs', '.', 'Y', ""'"", 'all', 'thought', 'we', 'was', 'lying', 'when', 'we', 'said', 'he', 'flips', 'a', 'switch', 'smh']"	['NNP', 'VBZ', 'IN', 'RB', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NNS', '.', 'NNP', 'POS', 'DT', 'VBD', 'PRP', 'VBD', 'VBG', 'WRB', 'PRP', 'VBD', 'PRP', 'VBZ', 'DT', 'NN', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Bruh', 'yo', 'u', 'can', 'tell', 'it', ""'"", 's', 'fake']"	"['NNP', 'PRP', 'JJ', 'MD', 'VB', 'PRP', ""''"", 'JJ', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Martin', 'Short', 'sucks', 'he', ""'"", 's', 'not', 'funny', 'never', 'was', 'never', 'will', 'be']"	"['NNP', 'NNP', 'VBZ', 'PRP', ""''"", 'VBZ', 'RB', 'JJ', 'RB', 'VBD', 'RB', 'MD', 'VB']"	['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['the', 'package', 'of', 'that', 'mouse', 'trap', 'simply', 'means', '""', 'mouse', 'can', 'come', 'in', ',', 'but', 'no', 'get', 'out', 'from', 'here', '""', '(', 'the', 'white', 'Chinese', 'words', 'translated', 'into', 'English', ')', 'that', 'was', 'only', 'a', 'slogan', 'only', ',', 'marketing', ',', 'you', 'know', 'ð\x9f\x98\x82']"	['DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'RB', 'VBZ', 'JJ', 'NN', 'MD', 'VB', 'IN', ',', 'CC', 'DT', 'NN', 'IN', 'IN', 'RB', 'NNP', '(', 'DT', 'JJ', 'JJ', 'NNS', 'VBN', 'IN', 'NNP', ')', 'WDT', 'VBD', 'RB', 'DT', 'NN', 'RB', ',', 'NN', ',', 'PRP', 'VBP', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'thought', 'Undead', 'Nightmare', 'was', 'pretty', 'fucking', 'cool', '.']	['PRP', 'VBD', 'NNP', 'NNP', 'VBD', 'RB', 'JJ', 'NN', '.']	['O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O']
['No', 'Dodge', 'Demon', '?', 'It', 'was', 'teased', 'a', 'little', 'bit', 'in', 'Fate', 'of', 'the', 'Furious', '.', '.', '.']	['DT', 'NNP', 'NNP', '.', 'PRP', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NNP', '.', '.', '.']	['O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O']
['Feel', 'good', 'ink', 'part', '2', 'please', 'and', 'a', 'remake', 'of', 'Clint', 'Eastwood']	['NNP', 'JJ', 'NN', 'NN', 'CD', 'NN', 'CC', 'DT', 'NN', 'IN', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person']
"['put', 'Dozer', ""'"", 's', 'spit']"	['VB', 'NNP', 'POS', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O']
"['Damn', 'so', 'you', 'we', ""'"", 're', 'in', 'WI', '?', 'Thats', ""'"", 's', 'where', 'we', ""'"", 're', 'from', '.']"	"['NNP', 'RB', 'PRP', 'PRP', ""''"", 'NN', 'IN', 'NNP', '.', 'NNP', 'POS', 'NN', 'WRB', 'PRP', ""''"", 'NN', 'IN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hahahahhahahaha', 'lol', 'my', 'sister', 'and', 'i', 'watch', 'ur', 'older', 'video', '=', 'o', 'uija', 'board', 'in', 'an', 'asylum', '=', 'the', 'alien', 'thingy', 'and', 'know', 'shes', 'scared', 'of', 'you', 'and', 'she', 'is', 'know', 'a', 'logang']	['NNP', 'CC', 'PRP$', 'NN', 'CC', 'JJ', 'NN', 'NN', 'JJR', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'IN', 'DT', 'NN', 'VBD', 'DT', 'NN', 'NN', 'CC', 'VB', 'NNS', 'VBN', 'IN', 'PRP', 'CC', 'PRP', 'VBZ', 'VBG', 'DT', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Play', 'Monopoly']	['NNP', 'NNP']	['O', 'B-product']
"['Can', 'guess', 'how', 'many', 'times', 'they', 'said', '""', 'Fire', '""', 'in', 'this', 'episode', '?']"	['MD', 'VB', 'WRB', 'JJ', 'NNS', 'PRP', 'VBD', 'NNP', 'NNP', 'NN', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['hey', 'GT', 'will', 'you', 'do', '1', 'on', 'sup', '?']	['NN', 'NNP', 'MD', 'PRP', 'VB', 'CD', 'IN', 'NN', '.']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hope', 'youre', 'gaining', 'money', 'again', 'cause', 'im', 'seeing', 'ads', 'again']	['NNP', 'NN', 'VBG', 'NN', 'RB', 'VBP', 'JJ', 'VBG', 'NNS', 'RB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['La', 'la', 'land', 'is', 'my', 'favorite', 'movie', 'guys', '.', '.', '.', '.', 'wait', 'there', 'has', 'been', 'a', 'mistake', 'moonlight', 'is', 'actually', 'my', 'favorite', 'movie']	['NNP', 'NNP', 'NN', 'VBZ', 'PRP$', 'JJ', 'NN', 'NNS', '.', '.', '.', '.', 'NN', 'RB', 'VBZ', 'VBN', 'DT', 'NN', 'NN', 'VBZ', 'RB', 'PRP$', 'JJ', 'NN']	['B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O']
"['Why', 'are', 'u', 'giving', '1', ""'"", '000', ""'"", '000', 'Supercell', 'OMFG']"	"['WRB', 'VBP', 'JJ', 'VBG', 'CD', ""''"", 'CD', 'POS', 'CD', 'NNP', 'NNP']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O']
"['LMAO', '""', 'concentration', 'clubs', '""']"	['NNP', 'NNP', 'NN', 'NNS', 'VBP']	['O', 'O', 'O', 'O', 'O']
['I', 'just', 'did', 'the', 'research', 'and', 'found', 'out', 'the', 'reason', 'lebron', 'started', 'laughing', 'at', '7', ':', '41', 'is', 'because', 'he', 'finally', 'seen', 'Oprah', 'side', 'nappy', 'ass', 'un', 'picked', 'ass', 'need', 'a', 'weed', 'sacker', 'for', 'my', 'lineup', 'ugly', 'ass', 'haircut', 'my', 'nigga']	['PRP', 'RB', 'VBD', 'DT', 'NN', 'CC', 'VBD', 'IN', 'DT', 'NN', 'NN', 'VBD', 'VBG', 'IN', 'CD', ':', 'CD', 'VBZ', 'IN', 'PRP', 'RB', 'VBN', 'NNP', 'NN', 'JJ', 'NN', 'NN', 'VBD', 'RB', 'VB', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'RB', 'JJ', 'NN', 'PRP$', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Represents', 'my', 'time', 'at', 'school', 'right', 'now', '.', 'Stupid', 'exams', '.', 'When', 'I', 'come', 'home', 'I', 'listen', 'to', 'this', 'song', '.', 'THANK', 'YOU', 'PARAMORE', '!']	['NNS', 'PRP$', 'NN', 'IN', 'NN', 'RB', 'RB', '.', 'JJ', 'NNS', '.', 'WRB', 'PRP', 'VBP', 'NN', 'PRP', 'VBP', 'TO', 'DT', 'NN', '.', 'NNP', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['please', 'upload', '*', 'desi', 'boys', '*']	['VB', 'JJ', 'NNP', 'NN', 'NNS', 'VBP']	['O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O']
['Dude', 'should', 'join', 'TYT', '.', 'Those', 'guys', 'are', 'doing', 'really', 'good', 'reporting', '.']	['NNP', 'MD', 'VB', 'NNP', '.', 'DT', 'NNS', 'VBP', 'VBG', 'RB', 'JJ', 'NN', '.']	['O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Is', 'it', 'me', '?', 'Or', 'does', 'Trumpty', 'Dumpty', 'seem', 'even', 'more', 'clueless', 'than', 'ever', '?', 'Jesus', ',', 'Joseph', 'and', 'Mary', ',', 'we', 'are', 'doomed', '.']	['VBZ', 'PRP', 'PRP', '.', 'CC', 'VBZ', 'NNP', 'NNP', 'VBP', 'RB', 'JJR', 'NN', 'IN', 'RB', '.', 'NNP', ',', 'NNP', 'CC', 'NNP', ',', 'PRP', 'VBP', 'VBN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']
['A', 'modern', 'Boy', 'in', 'the', 'Bubble', '.', 'Can', 'it', 'deliver', '?']	['DT', 'JJ', 'NNP', 'IN', 'DT', 'NNP', '.', 'VB', 'PRP', 'VB', '.']	['O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O']
"['Norman', 'is', 'busy', 'watching', 'everything', 'you', 'do', 'n', ""'"", 't', 'Wendy']"	"['NNP', 'VBZ', 'JJ', 'VBG', 'NN', 'PRP', 'VBP', 'DT', ""''"", 'NN', 'NNP']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']
['That', 'old', 'map', 'does', 'say', 'New', 'Orleans', 'Square', 'just', 'above', 'Haunted', 'House', '.']	['DT', 'JJ', 'NN', 'VBZ', 'VB', 'NNP', 'NNP', 'NNP', 'RB', 'RB', 'VBN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'B-location', 'I-location', 'O']
['the', 'real', 'question', 'is', 'why', 'did', 'Rose', 'have', 'her', 'kids', 'this', 'whole', 'time', 'is', 'pretty', 'hard', 'for', 'a', 'MAN', 'to', 'get', 'custody', 'over', 'a', 'woman', 'so', 'whats', 'the', 'real', 'story', 'with', 'this', 'lady', '?', '?', '?', '?', '?']	['DT', 'JJ', 'NN', 'VBZ', 'WRB', 'VBD', 'RB', 'VB', 'PRP$', 'NNS', 'DT', 'JJ', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'DT', 'NNP', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'RB', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['did', 'you', 'call', 'him', 'hubert', '?', 'my', 'name', 'is', 'hubert']	['VBD', 'PRP', 'VB', 'PRP', 'VB', '.', 'PRP$', 'NN', 'VBZ', 'JJ']	['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person']
['That', 'Mrs', '.', 'Doubtfire', 'cutaway', 'about', 'Joan', 'Collins', 'made', 'me', 'laugh', 'more', 'than', 'it', 'should', 'have']	['DT', 'NNP', '.', 'NNP', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'PRP', 'IN', 'JJR', 'IN', 'PRP', 'MD', 'VB']	['O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['All', 'I', 'hear', 'is', 'Marty', 'from', 'Madagascar', 'when', 'he', 'speaks', 'ð\x9f\x98\x82', 'ð\x9f\x98\x82', 'ð\x9f\x98\x82']	['DT', 'PRP', 'VBP', 'VBZ', 'NNP', 'IN', 'NNP', 'WRB', 'PRP', 'VBZ', 'JJ', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O']
['Coyote', 'I', 'want', 'whatever', 'your', 'having']	['NNP', 'PRP', 'VBP', 'WDT', 'PRP$', 'VBG']	['B-person', 'O', 'O', 'O', 'O', 'O']
['Thanks', 'for', 'sharing', 'for', 'those', 'which', 'could', 'not', 'access', 'the', 'Amazon', 'Prime', 'video', '-', 'the', 'only', 'way', 'to', 'free', 'humanity', 'is', 'to', 'free', 'information', '.', 'You', 'rock', 'as', 'always', '.']	['NNS', 'IN', 'VBG', 'IN', 'DT', 'WDT', 'MD', 'RB', 'NN', 'DT', 'NNP', 'NNP', 'NN', ':', 'DT', 'JJ', 'NN', 'TO', 'JJ', 'NN', 'VBZ', 'TO', 'JJ', 'NN', '.', 'PRP', 'VBP', 'IN', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Audi', 'R', '8', 'is', 'my', 'favorite', 'car']	['NNP', 'NNP', 'CD', 'VBZ', 'PRP$', 'JJ', 'NN']	['B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O']
"['He', 'said', 'mchoke', 'but', 'the', 'team', 'he', 'says', 'he', '""', 'goes', '""', 'for', 'blew', 'a', '3', '-', '1', 'lead', '?', '?', '?', '?', '?', '?', '?']"	['PRP', 'VBD', 'NN', 'CC', 'DT', 'NN', 'PRP', 'VBZ', 'PRP', 'VBZ', 'VBZ', 'RB', 'IN', 'NN', 'DT', 'CD', ':', 'CD', 'NN', '.', '.', '.', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Fuck', 'off', 'wi', ""'"", 'ye', 'map']"	"['NNP', 'RP', 'NN', ""''"", 'NNS', 'VBP']"	['O', 'O', 'O', 'O', 'O', 'O']
['Double', 'Vehicular', 'Manslaughter', 'and', 'only', '5', 'years', '.', 'Becaise', 'shes', 'a', 'degenerate', 'AkA', 'A', 'WOMAN']	['JJ', 'NNP', 'NNP', 'CC', 'RB', 'CD', 'NNS', '.', 'NNP', 'VBZ', 'DT', 'NN', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Stay', 'Strong', '!', '!']	['NNP', 'NNP', '.', '.']	['O', 'O', 'O', 'O']
['Gal', 'tun', 'off', 'you', 'dilldo']	['NNP', 'VBD', 'RP', 'PRP', 'VBP']	['O', 'O', 'O', 'O', 'O']
['Goes', 'along', 'perfectly', 'with', 'my', 'Galaxy', 's', '8']	['NNS', 'RB', 'RB', 'IN', 'PRP$', 'NNP', 'NN', 'CD']	['O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product']
['Lom', 'zem', 'thiab', 'muaj', 'ntau', 'yam', 'kawm', 'kawg', '.', 'Keep', 'up', 'the', 'good', 'work', 'brother', '!']	['NNP', 'NNP', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', '.', 'VB', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ishawna', 'song', 'wake', 'up', 'the', 'pussy', 'sucker', 'dem', '&', 'this', 'one', 'here', 'mek', 'fi', 'kill', 'the', 'pussy', 'sucker', 'dem', '.', '.', '.', '.', 'lol']	['NN', 'NN', 'VBP', 'RP', 'DT', 'NN', 'NN', 'NN', 'CC', 'DT', 'CD', 'RB', 'VBZ', 'NN', 'VB', 'DT', 'JJ', 'NN', 'NN', '.', '.', '.', '.', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Wow', 'edubes', ',', 'your', 'vedo', 'is', 'on', 'trenning', 'an', 'monotize', 'tu', '!']	['NNP', 'NNS', ',', 'PRP$', 'NN', 'VBZ', 'IN', 'VBG', 'DT', 'NN', 'NN', '.']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['kapil', ""'"", 's', 'expression', 'at', '10', ':', '17', 'ð\x9f\x98\x82', 'ð\x9f\x98\x82']"	"['NN', ""''"", 'JJ', 'NN', 'IN', 'CD', ':', 'CD', 'NNS', 'VBP']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
